F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-DocData,F16-char[],F16-long,F16-Iterator<Number>,F16-Object,F16-NA,F16-void,F16-int,F16-double,F16-Query,F16-Iterator<BytesRef>,F16-boolean,F16-Collection<ContentStream>,F16-String,F16-Iterator<String>,F16-NamedList,F16-Void,F16-byte,F16-BytesRef,F3-NA,F3-CharSequence,F3-int[],F3-Class,F3-StringBuilder,F3-Among[],F3-null,F3-boolean,F3-FileInputStream,F3-char,F3-String,F3-long,F3-CharStream,F3-int,F3-ValueSource,F3-char[],F3-getBoost(),F3-long[],F3-Path,F3-Comparable,F7-^,F7-++,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7-/,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-BytesRef,F12-NA,F12-FST,F12-boolean,F12-Logger,F12-NamedList,F12-String,F12-Scorer,F12-TermsEnum,F12-List<String>,F12-double,F12-Token,F12-Charset,F12-QParser,F12-Boolean,F12-IndexInput,F12-SolrParams,F12-List<AnalysisPhase>,F17-abstract,F17-static,F17-final,F17-static-final,F17-NA,F2-Path,F2-StringBuilder,F2-Class,F2-HungarianStemmer,F2-StandardSyntaxParser,F2-NA,F2-QueryParserTokenManager,F2-Integer,F2-List<String>,F2-Files,F2-QueryParser,F2-Object,F2-String,F2-PorterStemmer,F2-Long,F2-System,F2-Float,F2-Character,F2-File,F2-HTMLStripCharFilter,F6-NA,F6-java.lang.Long,F6-org.apache.lucene.queryparser.surround.parser.Token,F6-java.io.InputStreamReader,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.util.HashMap,F6-java.lang.UnsupportedOperationException,F6-java.io.DataInputStream,F6-org.apache.solr.parser.Token,F6-org.apache.lucene.codecs.simpletext.AlreadyClosedException,F6-java.lang.Character,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.StringBuilder,F6-org.apache.solr.search.HashQParserPlugin.ZeroHash,F6-org.apache.solr.client.solrj.impl.ZkStateReader,F6-java.util.Date,F6-java.lang.Double,F6-org.apache.solr.client.solrj.impl.BasicHeader,F13-private,F13-NA,F13-protected,F13-public,F18-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-size,F1-getLatestSchema,F1-NA,F1-add,F1-jj_ntk,F1-r_mark_regions,F1-getClass,F1-clone,F1-jj_consume_token,F1-iterator,F1-find_among_b,F1-get,F1-equals,F1-append,F1-compareTo,F1-slice_from,F1-charAt,F1-load,F1-getName,F1-toString,F5-java.util.AbstractMap,F5-java.util.zip.InflaterInputStream,F5-java.lang.Object,F5-SolrQueryRequestBase,F5-NA,F5-java.lang.Error,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-FastInputStream,F5-java.lang.Number,F5-java.lang.Throwable,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-TermVectorsReader,F9-bits,F9-request,F9-name,F9-a,F9-field,F9-map,F9-indexedField,F9-numDeadServersToTry,F9-nvPairs,F9-expirationThresholdMilllis,F9-saveAs,F9-min,F9-source,F9-NA,F9-copy2Dir,F9-cached,F9-params,F9-servers,F9-sources,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-InputStream,F4-File[],F4-long,F4-QueryNode,F4-char,F4-Token,F4-Object,F4-SrndQuery,F4-Float,F4-void,F4-double,F4-StringBuilder,F4-Path,F4-int,F4-String,F4-Class,F4-Iterator,F8-DocumentsWriterFlushControl,F8-LocalFsFile,F8-TernaryTree,F8-BytesHash,F8-ReaderWrapper,F8-DirectoryFile,F8-Correction,F8-ToParentBlockJoinFieldComparator,F8-MockDirectoryWrapper,F8-HashCollector,F8-SolrCore,F8-TVTerms,F8-ExpiringCachedDocCollection,F8-NA,F8-ShardRequestAndParams,F8-ElevationObj,F8-Frame,F8-Block,F8-Req,F8-CompoundToken,F11-val,F11-term,F11-scorer,F11-NA,F11-collection,F11-log,F11-startOffset,F11-failedPings,F11-field,F11-EOF,F11-start,F11-token,F11-replica,F11-propertyName,F11-endOffset,F11-vs,F11-UTF_8,F11-fst,F11-query,F11-comp,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-ryan@apache.org,F71-chrism@apache.org,F71-anshum@apache.org,F71-shalin@apache.org,F71-rmuir@apache.org,F71-sarowe@apache.org,F71-simonw@apache.org,F71-hossman@apache.org,F71-jpountz@apache.org,F71-buschmi@apache.org,F71-markrmiller@apache.org,F71-noble@apache.org,F71-yonik@apache.org,F71-mikemccand@apache.org,F71-shaie@apache.org,F71-rjernst@apache.org,F71-romseygeek@apache.org,F71-erick@apache.org,F71-dweiss@apache.org,F71-uschindler@apache.org,F74,F73,F84,F146,label
10242,org/tartarus/snowball/ext,org/tartarus/snowball/ext/HungarianStemmer.java,840,TRUE,104,18,12209,1,27,357,33,24,0.758913413,876,260,0.296803653,0.561532088,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,18,STYLE,0.038482239,SF_SWITCH_NO_DEFAULT,19,2,3,0.048952752,0.004383829,7.31E-04,1,0.566433566,0.005581513,0.388921626,0.591203304,0.188811189,0.018299247,0.165231432,0.591203304,0.562189055,0.888888889,10,17357,2411,21248,17,0,0,0,17,17,2.34E-04,3354,2234,0,5588,0,1120,0,0.055090562,0,62659,0,42089,0,0,104748,20570,0.044231609,6351,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10242,25862,397,4288,close
10242,org/tartarus/snowball/ext,org/tartarus/snowball/ext/HungarianStemmer.java,840,TRUE,38,18,12209,1,27,357,11,24,0.542444822,876,260,0.296803653,0.666016894,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,18,STYLE,0.038482239,SF_SWITCH_NO_DEFAULT,19,2,1,0.048952752,0.004383829,2.44E-04,1,0.566433566,0.005581513,0.388921626,0.591203304,0.188811189,0.018299247,0.165231432,0.591203304,0.562189055,0.888888889,10,17357,2411,21248,17,0,0,0,17,17,2.34E-04,3354,2234,0,5588,0,1120,0,0.055090562,0,62659,0,42089,0,0,104748,20570,0.044231609,6351,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10242,25862,397,4288,close
10242,org/tartarus/snowball/ext,org/tartarus/snowball/ext/HungarianStemmer.java,840,TRUE,77,18,12209,1,27,357,24,24,0.652801358,876,260,0.296803653,0.582426582,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,18,STYLE,0.038482239,SF_SWITCH_NO_DEFAULT,19,2,3,0.048952752,0.004383829,7.31E-04,1,0.566433566,0.005581513,0.388921626,0.591203304,0.188811189,0.018299247,0.165231432,0.591203304,0.562189055,0.888888889,10,17357,2411,21248,17,0,0,0,17,17,2.34E-04,3354,2234,0,5588,0,1120,0,0.055090562,0,62659,0,42089,0,0,104748,20570,0.044231609,6351,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10242,25862,397,4288,close
10242,org/tartarus/snowball/ext,org/tartarus/snowball/ext/HungarianStemmer.java,840,TRUE,23,18,12209,1,26,357,6,24,0.303056027,876,260,0.296803653,0.632411067,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,18,STYLE,0.038482239,SF_SWITCH_NO_DEFAULT,19,2,1,0.048952752,0.004383829,2.44E-04,1,0.566433566,0.005581513,0.388921626,0.591203304,0.188811189,0.018299247,0.165231432,0.591203304,0.562189055,0.888888889,10,17357,2411,21248,17,0,0,0,17,17,2.34E-04,3354,2234,0,5588,0,1120,0,0.055090562,0,62659,0,42089,0,0,104748,20570,0.044231609,6351,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10242,25862,397,4288,close
10242,org/tartarus/snowball/ext,org/tartarus/snowball/ext/HungarianStemmer.java,840,TRUE,960,18,12209,1,0,357,201,24,0.94286927,876,260,0.296803653,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,18,STYLE,0.008880517,UCF_USELESS_CONTROL_FLOW,20,3,2,0.048952752,0.004383829,4.87E-04,0,0.666666667,0.005050505,0.388921626,0.591203304,0.363636364,0.018299247,0.165231432,0.591203304,0.562189055,0.888888889,10,17357,2411,21248,17,0,0,0,17,17,2.34E-04,3354,2234,0,5588,0,1120,0,0.055090562,0,62659,0,42089,0,0,104748,20570,0.044231609,6351,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10242,25862,397,4288,close
10242,org/tartarus/snowball/ext,org/tartarus/snowball/ext/HungarianStemmer.java,840,TRUE,4,18,12209,1,18,357,1,24,0.205432937,876,260,0.296803653,0.75,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,18,PERFORMANCE,0.021259419,UPM_UNCALLED_PRIVATE_METHOD,20,3,1,0.048952752,0.004383829,2.44E-04,1,0.708860759,0.011465399,0.326896552,0.167185868,0.46835443,0.004036598,0.060010764,0.167185868,0.562189055,0.888888889,10,17357,2411,21248,17,0,0,0,17,17,2.34E-04,3354,2234,0,5588,0,1120,0,0.055090562,0,62659,0,42089,0,0,104748,20570,0.044231609,6351,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10242,25862,397,4288,close
13101,org/tartarus/snowball/ext,org/tartarus/snowball/ext/IrishStemmer.java,1102,TRUE,51,12,12209,1,0,357,11,24,0.972881356,448,114,0.254464286,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,7,STYLE,0.005651238,SA_FIELD_DOUBLE_ASSIGNMENT,17,2,2,0.048952752,0.001704822,4.87E-04,-1,0,0,0.388921626,0.591203304,-1,0.018299247,0.165231432,0.591203304,0.562189055,-1,3,9210,1102,13101,17,0,0,0,17,17,2.34E-04,555,0,0,555,0,555,0,0.003180554,0,62659,0,42089,0,0,104748,20570,0.044231609,6351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10242,25862,397,4288,open
13101,org/tartarus/snowball/ext,org/tartarus/snowball/ext/IrishStemmer.java,1102,TRUE,35,12,12209,1,27,357,10,24,0.730508475,448,114,0.254464286,0.612987013,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,7,STYLE,0.038482239,SF_SWITCH_NO_DEFAULT,19,2,1,0.048952752,0.001704822,2.44E-04,-1,0.566433566,0.005581513,0.388921626,0.591203304,0.188811189,0.018299247,0.165231432,0.591203304,0.562189055,-1,3,9210,1102,13101,17,0,0,0,17,17,2.34E-04,555,0,0,555,0,555,0,0.003180554,0,62659,0,42089,0,0,104748,20570,0.044231609,6351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10242,25862,397,4288,open
13101,org/tartarus/snowball/ext,org/tartarus/snowball/ext/IrishStemmer.java,1102,TRUE,77,12,12209,1,27,357,24,24,0.410169492,448,114,0.254464286,0.562374617,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,7,STYLE,0.038482239,SF_SWITCH_NO_DEFAULT,19,2,1,0.048952752,0.001704822,2.44E-04,-1,0.566433566,0.005581513,0.388921626,0.591203304,0.188811189,0.018299247,0.165231432,0.591203304,0.562189055,-1,3,9210,1102,13101,17,0,0,0,17,17,2.34E-04,555,0,0,555,0,555,0,0.003180554,0,62659,0,42089,0,0,104748,20570,0.044231609,6351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10242,25862,397,4288,open
13101,org/tartarus/snowball/ext,org/tartarus/snowball/ext/IrishStemmer.java,1102,TRUE,26,12,12209,1,28,357,7,24,0.662711864,448,114,0.254464286,0.57239819,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,7,STYLE,0.038482239,SF_SWITCH_NO_DEFAULT,19,2,1,0.048952752,0.001704822,2.44E-04,-1,0.566433566,0.005581513,0.388921626,0.591203304,0.188811189,0.018299247,0.165231432,0.591203304,0.562189055,-1,3,9210,1102,13101,17,0,0,0,17,17,2.34E-04,555,0,0,555,0,555,0,0.003180554,0,62659,0,42089,0,0,104748,20570,0.044231609,6351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10242,25862,397,4288,open
13101,org/tartarus/snowball/ext,org/tartarus/snowball/ext/IrishStemmer.java,1102,TRUE,26,12,12209,1,28,357,7,24,0.823728814,448,114,0.254464286,0.57239819,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,7,STYLE,0.038482239,SF_SWITCH_NO_DEFAULT,19,2,1,0.048952752,0.001704822,2.44E-04,-1,0.566433566,0.005581513,0.388921626,0.591203304,0.188811189,0.018299247,0.165231432,0.591203304,0.562189055,-1,3,9210,1102,13101,17,0,0,0,17,17,2.34E-04,555,0,0,555,0,555,0,0.003180554,0,62659,0,42089,0,0,104748,20570,0.044231609,6351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10242,25862,397,4288,open
13101,org/tartarus/snowball/ext,org/tartarus/snowball/ext/IrishStemmer.java,1102,TRUE,255,12,12209,1,0,357,51,24,0.926779661,448,114,0.254464286,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,7,STYLE,0.008880517,UCF_USELESS_CONTROL_FLOW,20,3,2,0.048952752,0.001704822,4.87E-04,-1,0.666666667,0.005050505,0.388921626,0.591203304,0.363636364,0.018299247,0.165231432,0.591203304,0.562189055,-1,3,9210,1102,13101,17,0,0,0,17,17,2.34E-04,555,0,0,555,0,555,0,0.003180554,0,62659,0,42089,0,0,104748,20570,0.044231609,6351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10242,25862,397,4288,open
13101,org/tartarus/snowball/ext,org/tartarus/snowball/ext/IrishStemmer.java,1102,TRUE,6,12,12209,1,19,357,1,24,0.194915254,448,114,0.254464286,0.666666667,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,7,PERFORMANCE,0.021259419,UPM_UNCALLED_PRIVATE_METHOD,20,3,1,0.048952752,0.001704822,2.44E-04,-1,0.708860759,0.011465399,0.326896552,0.167185868,0.46835443,0.004036598,0.060010764,0.167185868,0.562189055,-1,3,9210,1102,13101,17,0,0,0,17,17,2.34E-04,555,0,0,555,0,555,0,0.003180554,0,62659,0,42089,0,0,104748,20570,0.044231609,6351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10242,25862,397,4288,open
